Reference	Hypothesis	Count
בארבע	4	1
חמש	5	1
שש	6	1
גם	שגם	1
שאם	אם	1
מתקדמים	<deleted>	1
בשלושים	מתקדמיםב	1
ואחד	31	1
מאה	100	1
ויעקוב	ויעקב	1
פתע	פטע	1
חמש	<deleted>	1
מאות	500	1
עמיתי	אמיתי	1
היריון	הריון	1
מונטריות	מוניטריות	1
פלשתיים	פלישתיים	1
עויבד	אובד	1
רנואר	רנוואר	1
לכזה	לחזה	1
ותקותך	ותקוותך	1
תכרת	תיכרת	1
סוריים	סורים	1
תמצא	תימצא	1
פעלות	פעולות	1
לפעל	לפועל	1
הרסרים	הרסארים	1
הרבטים	הרבתים	1
מונע	מוני	1
דיכאון	הדיכאון	1
בכ20	בכ	1
ושלוש	23	1
המתבצעות	המתבצעת	1
אם	עם	1
נימצא	נמצא	1
באורח	באורך	1
ייטול	יטול	1
יתערב	התערב	1
7ניינים	שבניינים	1
עתה	אתה	1
במלא	במלוא	1
הרגו	הרגנו	1
אחרי	אחריי	1
מלים	מילים	1
ההרגשות	הרגשות	1
מי	<deleted>	1
הנך	מינך	1
ההרים	הערים	1
האדם	אדם	1
<inserted>	אומר	1
אומרת	את	1
<inserted>	כותב	1
כותבת	את	1
חדשים	חודשים	1
חפשתי	חיפשתי	1
<inserted>	הרי	1
הריהו	הוא	1
בקור	ביקור	1
יזקין	הזקין	1
חופשיים	חופשים	1
מטילים	מתינים	1
יוסי	<deleted>	1
לי	יוסילי	1
יהוה	ה	1
איביהם	אויביהם	1
גורים	איגורים	1
הנורוגי	הנורבגי	1
ויסבלו	ויספלו	1
הביאו	הבינו	1
כוכבי	כאבי	1
סחים	סכין	1
הו	או	1
ולאנשים	ואנשים	1
לתארה	לטהרה	1
נמצאת	<deleted>	1
בו	מוצאת	1
יותר	ויותר	1
לאהוב	לארץ	1
תהא	תהיה	1
היצירה	הישירה	1
בדורה	בזורה	1
היטבתי	חיטבתי	1
שאיזה	<deleted>	1
ילד	שהילד	1
שהתאריך	שהתאריק	1
צוננת	צוננו	1
חדה	חטא	1
ברחובות	בלכבות	1
ומשפחה	למשפחה	1
פה	הוא	1
מוחק	מוהק	1
ומצייר	מצייר	1
אינו	אילו	1
ניזוק	נזעוק	1
בנפילה	ונטילה	1
צמרות	שמורות	1
ברוח	לרוח	1
עם	אין	1
אדע	עידה	1
הקרוב	הכלוף	1
אגרת	יגיע	1
זו	לנצור	1
כשחזרתי	כשחדרתי	1
בתחנה	בתקנה	1
‘החטא	החטא	1
וענשו	והונשוי	1
הגגון	הגאול	1
<inserted>	שדה	1
תבן	בל	1
והחלונות	וחלונות	1
פה	<deleted>	1
מצב	במצב	1
על	עליו	1
הקושי	קושי	1
מאין	מהאין	1
בן	בין	1
שפגעו	<deleted>	1
בו	שבאו	1
והדועכות	והדורחות	1
ספרו	סיפרו	1
נדירים	לגרים	1
את	עד	1
כובלת	קובלת	1
והנני	והילני	1
קרה	תרע	1
הסתיו	עשתה	1
משלמות	בשלמות	1
ערכה	הערכה	1
חמוץ	חמות	1
“הציר	הציר	1
האיטלקי”	האיטלקי	1
אין	<deleted>	1
לו	אינו	1
קבועים	תנועים	1
צמחוני	צמקוני	1
מטפטף	קטפטפת	1
רותי	אותי	1
מה	מי	1
איזה	ידי	1
ובישר	ובישל	1
שהילדים	שילדים	1
התקלקלו	יתקלקלו	1
<inserted>	בהיל	1
בהיר	רב	1
הלילה	לעידן	1
תמהרי	תמארי	1
ונוחי	ולא	1
שומשום	שונשון	1
מבהיל	מפעיל	1
<inserted>	ומי	1
ומעל	על	1
לכל	החול	1
צריכה	שקל	1
הנהו	אילנו	1
<inserted>	את	1
לתרנגולות	הנבולות	1
להתחצף	להתחשב	1
לזריקה	לדריקה	1
מאז	מיד	1
התהלך	התהלק	1
היא	אי	1
נגועה	נגוח	1
באי	ואי	1
קובר	כובל	1
<inserted>	עם	1
מקנאה	מכינה	1
זקנה	זקינה	1
<inserted>	מטענה	1
מתאנחת	אחת	1
עף	אך	1
בהרבה	בהרדיי	1
להפגין	להפתיד	1
ההרגשה	הרגשה	1
ונשנה	ונשמע	1
הים	היה	1
<inserted>	עד	1
הזה	אל	1
נשתתקו	השתתקו	1
לשמע	בשמת	1
ואיך	והצבי	1
הצליחה	ככה	1
הפעולה	פעולה	1
חושך	קושך	1
שיחזירו	שהחזירו	1
משם	לשם	1
סביב	סביבך	1
ה“מאורעות”	מהוראות	1
בר	בה	1
סמכא	שמך	1
מנוחה	מלוכה	1
בחיים	בחלים	1
המחזיר	המגזיל	1
באה	בא	1
שירת	שיירת	1
<inserted>	הילד	1
אלה	של	1
שבאו	פאור	1
מששמעתי	<deleted>	1
ש	כששמעתי	1
יש	שיש	1
תחילה	תהילה	1
תוכי	צוקי	1
היום	כיום	1
<inserted>	לך	1
הדבר	דבר	1
וחיכנית	והיכנית	1
הוזמן	וזמן	1
<inserted>	חדש	1
השיטין	השיטים	1
גיהנום	גהינום	1
המשוט	המשות	1
<inserted>	ש	1
ש5%	5%	1
האולם	העולם	1
מתכון	מתכוון	1
ואווטסאפ	ווואטסאפ	1
צלאח	סלאח	1
הממוגנים	המוגנים	1
משא	מסע	1
ממנה	ממונה	1
מחכה	המחכה	1
שלקולות	הקולות	1
בדבריי	בדברייי	1
הזה	זה	1
קורן	קוראין	1
אלבורג	הולבורג	1
שיתנגדו	שהתנגדו	1
זקא	זקה	1
‘קום	קום	1
שרק	שרקב	1
ב29%	29%	1
שתיים	<deleted>	1
עשרה	12	1
<inserted>	ב	1
ב26	26	1
<inserted>	מ	1
מ15	15	1
הסולרית	הסולארית	1
שלוש	<deleted>	1
מאות	300	1
בלאטה	בלטה	1
טשנרחובסקי	צרניחובסקי	1
מהערים	מהארים	1
מוסטפה	מוסטפא	1
בסודן	בסודאן	1
גדרף	אגדרף	1
<inserted>	עומד	1
עומדת	את	1
ייקח	יייקח	1
וישכר	ויסקור	1
ופחזים	ופוחזים	1
בריילובסקי	ביילובסקי	1
רבותי	רבותיי	1
אישום	אישור	1
יהלל	יהולל	1
ונעוה	ונעווה	1
<inserted>	כ	1
400000כ	400000	1
שלמשתתף	משתתף	1
